user_count,worker_id,first_name,bill_rate,country,country_id,degree,education,education_id,work_experience,job_category,job_category_id
2527,~01bda8271d1e9ce566,Samantha,20.00,United States,11,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,0,Writing,5
2528,~01f8bc18e7bb0dc259,Ramiro,35.00,Argentina,24,Bachelor of Engineering (B.Eng.),Bachelor,0,0,"Web, Mobile & Software Dev",1
2529,~01ce03c0711321c63b,OGAB,5.00,Algeria,91,"[u'Bachelor of Technology (B.Tech.)', u'Licentiate degree']",None,1,7,Design & Creative,0
2530,~01c6261a4a27dd0ea3,Cicero,40.00,United States,11,"['none', u'Bachelor of Business Administration (B.B.A.)']",None,1,0,Sales & Marketing,11
2531,~01524d25a20a0babe6,Adrian,30.00,Iceland,113,Master of Business Administration (M.B.A.),Master,2,0,Design & Creative,0
2532,~01e376b0a0100e49ab,Uri,10.00,Israel,102,,None,1,0,"Web, Mobile & Software Dev",1
2533,~0179aac2b4fdc7f21e,Mario,35.00,Croatia,43,Bachelor of Engineering (B.Eng.),Bachelor,0,0,"Web, Mobile & Software Dev",1
2534,~013815c1643cd0735d,Ginger,155.00,United States,11,"[u'Master of Science (M.S.)', u'Bachelor of Arts (B.A.)']",Master,2,13,Sales & Marketing,11
2535,~01806c09e3a4a99092,Gamal,35.00,Egypt,10,Bachelor of Commerce (B.Com.),Bachelor,0,1,Accounting & Consulting,9
2536,~01bf494e48a5d7ce5b,Edgaras,5.00,Lithuania,15,High school degree,High School,4,1,Design & Creative,0
2537,~016d7652462390aee2,Karina,20.00,Belarus,35,"['none', 'none']",None,1,3,Design & Creative,0
2538,~01de91d170d0a858fa,Omar,20.00,Egypt,10,Bachelor of Engineering (B.Eng.),Bachelor,0,0,Engineering & Architecture,7
2539,~01772b8920ff9cc431,Jorgia,15.00,United States,11,High school degree,High School,4,4,Admin Support,2
2540,~010b913b2ff11cf375,Payton,25.00,United States,11,,None,1,1,Design & Creative,0
2541,~01ad81c3d8f4dd6f90,H,35.00,Taiwan,60,"[u'Doctor of Law (J.D.)', u'Bachelor of Arts (B.A.)']",Professional,5,16,Translation,4
2542,~010b3ce0bb59a930cd,Jane,12.00,United Kingdom,2,Bachelor of Science (B.S.),Bachelor,0,2,Writing,5
2543,~01bc479ae94576af08,Anita,22.22,Indonesia,4,Error: No education,None,1,4,Design & Creative,0
2544,~01586851c67b3ec66d,Estefania,7.50,Spain,0,,None,1,0,Writing,5
2545,~01348c3c11e72774d6,Umar,5.00,Pakistan,12,"[u'Master of Computer Applications (M.C.A.)', u'Master of Business Administration (M.B.A.)']",Master,2,3,"Web, Mobile & Software Dev",1
2546,~01f78f23404e4e1ad8,Jani,8.00,Slovenia,77,Engineer's degree,Master,2,1,Design & Creative,0
2547,~01f805691915b22bca,Aziz,40.00,Kuwait,106,Bachelor of Fine Arts (B.F.A.),Bachelor,0,0,Design & Creative,0
2548,~01c10804a0234fe963,Nivaldo De Castro,20.00,United States,11,Bachelor of Arts (B.A.),Bachelor,0,0,Translation,4
2549,~0149130bd63089193f,Fabrice,60.00,France,7,Bachelor's degree,Bachelor,0,13,Design & Creative,0
2550,~017ecdd9d86f1c7b27,Ersan,65.00,Turkey,3,,None,1,15,"Web, Mobile & Software Dev",1
2551,~01e4ce9eee7039a06c,Alejandro,18.00,Argentina,24,Bachelor of Commerce (B.Com.),Bachelor,0,0,"Web, Mobile & Software Dev",1
2552,~01c5c22f07fa84085c,Brian,40.00,United States,11,Master of Business Administration (M.B.A.),Master,2,1,Design & Creative,0
2553,~01121035edd9c650a2,Christi,60.00,United States,11,Bachelor of Arts (B.A.),Bachelor,0,11,Translation,4
2554,~011e4a4d060a7ead70,Deven,16.00,United States,11,Master of Arts (M.A.),Master,2,17,Admin Support,2
2555,~01d5de76fb53f8f06f,Alessia,15.00,Italy,1,"['none', 'none', 'none']",None,1,0,Translation,4
2556,~01275872916a558ca1,Makar,15.00,Belarus,35,Bachelor of Engineering (B.Eng.),Bachelor,0,1,"Web, Mobile & Software Dev",1
2557,~010d9d0e6c0a404ac5,Gianluca,20.00,Chile,38,"['none', 'none']",None,1,0,Design & Creative,0
2558,~014973bc03f4c67bff,Simon,75.00,Slovenia,77,"[u""Master's degree"", u""Bachelor's degree""]",Master,2,6,Design & Creative,0
2559,~0158d9470c583124de,Camila,25.00,Uruguay,65,"['none', 'none']",None,1,4,Translation,4
2560,~019b0a513030c2df4c,Ievgenii,6.00,Ukraine,6,Bachelor of Fine Arts (B.F.A.),Bachelor,0,12,Design & Creative,0
2561,~010cd150857b388721,Olaru,15.00,Romania,28,"[u'Master of Arts (M.A.)', 'none', 'none']",None,1,0,Design & Creative,0
2562,~01067dc199c8092f7c,Rod,6.00,Moldova,36,"[u'Master of Education (M.Ed.)', u'Bachelor of Business Administration (B.B.A.)']",Master,2,0,Translation,4
2563,~018436ecb3aeb257da,Alexandru,30.00,Moldova,36,Bachelor of Engineering (B.Eng.),Bachelor,0,0,"Web, Mobile & Software Dev",1
2564,~01d760a24266e12d75,Tina,5.00,United Kingdom,2,"['none', u'Bachelor of Applied Science (B.A.Sc.)']",None,1,4,Data Science & Analytics,8
2565,~01e6dc543f177b0eb7,Varadi,10.00,Hungary,45,Other,None,1,0,Design & Creative,0
2566,~018aa123a0a6661272,Joshua,30.00,United States,11,"[u'Master of Science (M.S.)', u'Bachelor of Science (B.S.)']",Master,2,0,Engineering & Architecture,7
2567,~0180df4025917945a9,Missy,18.00,United States,11,Associate of Science (A.S.),Associate,6,3,Admin Support,2
2568,~01a8cf1f5e0cae19da,Radu,25.00,Romania,28,"[u""Engineer's degree"", u'Bachelor of Engineering (B.Eng.)']",Master,2,2,"Web, Mobile & Software Dev",1
2569,~011c5bb99942114a43,Peter,10.00,Kenya,49,"[u'Bachelor of Engineering (B.Eng.)', u'Bachelor of Engineering (B.Eng.)']",Bachelor,0,0,Admin Support,2
2570,~0153dc9695998e65f2,Tasnia,5.00,Bangladesh,25,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Business Administration (B.B.A.)']",Master,2,1,Sales & Marketing,11
2571,~0155fa14f50849f3f8,Tantrik,10.00,United States,11,Master of Arts (M.A.),Master,2,0,Data Science & Analytics,8
2572,~01324b3d44aed8f68a,John,30.00,United States,11,"[u'Associate of Arts (A.A.)', u'High school degree']",Associate,6,1,Design & Creative,0
2573,~019f5f00073cac7f0d,Soneni,18.00,Botswana,114,Bachelor of Applied Science (B.A.Sc.),Bachelor,0,0,Design & Creative,0
2574,~0137949be3bef9f454,Dennis,29.00,Germany,26,"[u'Master of Science (M.S.)', u'Bachelor of Science (B.S.)']",Master,2,2,"Web, Mobile & Software Dev",1
2575,~017ab7bccd6523fe94,Elisha,19.00,United States,11,,None,1,3,Design & Creative,0
2576,~01253a89844f3db297,Mayan,25.00,United States,11,Master of Business Administration (M.B.A.),Master,2,0,Sales & Marketing,11
2577,~01ebd8142968226a4a,Alexander,5.00,Russia,19,Master of Technology (M.Tech.),Master,2,0,Design & Creative,0
2578,~01deae38b9a1d092fd,Ivan,20.00,Ukraine,6,Bachelor of Engineering (B.Eng.),Bachelor,0,4,"Web, Mobile & Software Dev",1
2579,~018176cd00c5d77e42,Ann,8.00,Russia,19,High school degree,High School,4,5,Design & Creative,0
2580,~01d4ccd891894a19fa,Franco,23.00,Argentina,24,Engineer's degree,Master,2,1,"Web, Mobile & Software Dev",1
2581,~017debd2f95a4d47b5,Lirigzon,20.00,Germany,26,High school degree,High School,4,0,Design & Creative,0
2582,~01db329cd19a452dd9,Stanislav,12.00,Ukraine,6,Bachelor of Architecture (B.Arch.),Bachelor,0,0,Design & Creative,0
2583,~01d347f2790db3b82a,Viktor,30.00,Ukraine,6,Master of Computer Applications (M.C.A.),Master,2,6,"Web, Mobile & Software Dev",1
2584,~018f4092ff4525ab4b,Yvonne,20.00,Malaysia,9,"[u""Bachelor's degree"", u'Foundation degree']",None,1,5,Writing,5
2585,~01db258845cce9080e,Ronak,15.00,India,5,Master of Computer Applications (M.C.A.),Master,2,4,"Web, Mobile & Software Dev",1
2586,~01422c8dd08500c98d,Khiem,15.00,Vietnam,17,Bachelor's degree,Bachelor,0,3,"Web, Mobile & Software Dev",1
2587,~0116a2441e2e382157,Thulik,12.50,Indonesia,4,Bachelor of Applied Science (B.A.Sc.),Bachelor,0,9,"Web, Mobile & Software Dev",1
2588,~010e92551a737175e7,Stefana,10.00,Romania,28,"['none', 'none', 'none']",None,1,2,Design & Creative,0
2589,~0183e3b96ea46d7e94,Katamso,15.00,Indonesia,4,Error: No education,None,1,15,Design & Creative,0
2590,~0112964df0780c76e3,Pavel,25.00,Russia,19,Bachelor of Engineering (B.Eng.),Bachelor,0,6,Data Science & Analytics,8
2591,~0184a171f14a91ab01,Dominique J,35.00,United States,11,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,2,Writing,5
2592,~01e99c3f6987006335,Avinash,25.00,India,5,Master of Technology (M.Tech.),Master,2,4,"Web, Mobile & Software Dev",1
2593,~01577ec9279e6207a7,Huy,4.00,Vietnam,17,,None,1,0,"Web, Mobile & Software Dev",1
2594,~0135e972b50785d95d,Aleksandar,15.00,Montenegro,16,,None,1,0,Design & Creative,0
2595,~0105bcda2c8271cbde,Dejan,11.11,Serbia,23,"[u'Bachelors', u'Diploma']",Bachelor,0,6,Design & Creative,0
2596,~01f25ec1707d664c3c,Sergey,13.00,Turkey,3,,None,1,0,"Web, Mobile & Software Dev",1
2597,~019bc0c9e583fd9dc7,Felipe,20.00,Brazil,40,Bachelor of Engineering (B.Eng.),Bachelor,0,0,Translation,4
2598,~01a1704ffcf380681f,Trisia Prasetyo,20.00,Indonesia,4,Bachelor of Fine Arts (B.F.A.),Bachelor,0,13,Design & Creative,0
2599,~0103f8eeda48bd580b,Linh,4.90,Vietnam,17,Bachelor of Education (B.Ed.),Bachelor,0,4,Translation,4
2600,~019d75b5f5c3a5132b,Yahya,19.99,Egypt,10,Bachelor of Engineering (B.Eng.),Bachelor,0,7,Customer Service,10
2601,~01d7869b4cbcf86ca6,Lia,100.00,Argentina,24,Engineer's degree,Master,2,0,"Web, Mobile & Software Dev",1
2602,~019dd194d9170362f9,Joanna,40.00,Poland,30,"[u'Bachelor of Arts (B.A.)', 'none']",None,1,0,Design & Creative,0
2603,~017b66c627806491c7,Mikhail,4.00,Russia,19,Associate's degree,Associate,6,0,"Web, Mobile & Software Dev",1
2604,~017ecdeb16b3ad0d7b,Stephanie,17.00,Ireland,57,"[u'Bachelor of Fine Arts (B.F.A.)', u""Associate's degree"", u'Foundation degree']",None,1,6,Design & Creative,0
2605,~018d4b5532caed3efe,Michael Angelo,8.75,Philippines,22,Bachelor of Science (B.S.),Bachelor,0,3,Customer Service,10
2606,~0181943ac2fdb46cca,Junaid,25.00,Pakistan,12,Bachelor of Engineering (B.Eng.),Bachelor,0,3,"Web, Mobile & Software Dev",1
2607,~01e33f43034e4f0ea9,Heather,30.00,United States,11,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,15,Writing,5
2608,~0167753b40ccb08a51,Cory,25.00,United States,11,Bachelor of Science (B.S.),Bachelor,0,4,"Web, Mobile & Software Dev",1
2609,~01efbc84f2fb26266d,Shovon,10.00,Bangladesh,25,Bachelor of Architecture (B.Arch.),Bachelor,0,5,Design & Creative,0
2610,~013ae4cc1cd360e151,Sobuj Kumar,15.00,Bangladesh,25,High School,High School,4,15,Design & Creative,0
2611,~01131e6d1577d91180,Jennifer,8.89,United States,11,Bachelors,Bachelor,0,11,Admin Support,2
2612,~01da33149ebfe8be88,Regine,18.75,Philippines,22,Bachelor's,Bachelor,0,0,Design & Creative,0
2613,~011f56e2c8b8235b3d,Alexander,15.00,Ukraine,6,"['none', 'none', 'none']",None,1,7,Design & Creative,0
2614,~01aa94de3f32ad4629,Amitava,10.00,India,5,Master of Computer Applications (M.C.A.),Master,2,3,"Web, Mobile & Software Dev",1
2615,~019c2c09ac0a0e981a,Ivan,25.00,Macedonia,48,Engineer's degree,Master,2,0,Writing,5
2616,~018ad47d10fb55b323,tima,15.00,Egypt,10,"[u'Bachelors', u'High School']",Bachelor,0,6,Sales & Marketing,11
2617,~01f1c388a9baba81f8,Ahmed Farhad,6.25,Bangladesh,25,"[u'Bachelors', u'High School', u'Other']",None,1,12,Translation,4
2618,~015df123df2f2abd2e,Brian,12.00,United States,11,Error: No education,None,1,0,Writing,5
2619,~01c6b962692cb12741,Anjala,20.00,India,5,Bachelor of Technology (B.Tech.),Bachelor,0,2,"Web, Mobile & Software Dev",1
2620,~01ed6ae4b78f9a25ca,Hassan,7.00,Pakistan,12,Bachelor of Engineering (B.Eng.),Bachelor,0,3,Admin Support,2
2621,~01a7bc54edeb9ac589,Mona,18.00,China,13,Bachelor of Arts (B.A.),Bachelor,0,0,Translation,4
2622,~01ed87a93efa47b7af,Ronnel,3.00,Philippines,22,Error: No education,None,1,10,Admin Support,2
2623,~014679c64449dd351b,Branden,22.22,United States,11,Bachelor of Arts (B.A.),Bachelor,0,4,Design & Creative,0
2624,~0105a649a24d52e7de,Lakshay,5.00,India,5,High school degree,High School,4,2,"Web, Mobile & Software Dev",1
2625,~0185b6416b8845c8f5,Igor,30.00,Serbia,23,Error: No education,None,1,0,"Web, Mobile & Software Dev",1
2626,~010796839b7b00aaf9,Devesh,15.00,India,5,Bachelor of Technology (B.Tech.),Bachelor,0,5,"Web, Mobile & Software Dev",1
2627,~019501daef7d60f07a,Gaurav,20.00,India,5,Bachelors,Bachelor,0,11,"Web, Mobile & Software Dev",1
2628,~013c2ce62d62049c41,ahsan,25.00,Pakistan,12,"[u'bachelor of science in computer science', u'intermediate']",None,1,5,"Web, Mobile & Software Dev",1
2629,~0192dba3f2734523d5,Renee,50.00,Canada,18,"['none', u'Bachelor of Arts (B.A.)']",None,1,3,Writing,5
2630,~01805e01a01012d643,Nazar,28.00,Ukraine,6,High school degree,High School,4,0,Design & Creative,0
2631,~01efc0d8686a2db5b4,Mohammad Rashadul,6.00,Bangladesh,25,Error: No education,None,1,6,"Web, Mobile & Software Dev",1
2632,~0124501cea38179050,Nikolay,15.00,Ukraine,6,Master of Computer Applications (M.C.A.),Master,2,1,"Web, Mobile & Software Dev",1
2633,~01d36e27402801e30e,Prasad,15.00,India,5,"[u'Masters Degree (M.Tech)', u'B.E (Mechanical Engineering)']",None,1,4,Engineering & Architecture,7
2634,~01df0cf64825cb5273,Shiv,15.00,India,5,Master of Computer Applications (M.C.A.),Master,2,8,"Web, Mobile & Software Dev",1
2635,~0180a31d6ccc060cf9,Iveta,30.00,Latvia,69,"[u'Bachelor of Business Administration (B.B.A.)', 'none']",None,1,14,Admin Support,2
2636,~017c800ac3195a2057,Preetinder,15.00,India,5,Master of Computer Applications (M.C.A.),Master,2,7,"Web, Mobile & Software Dev",1
2637,~01d0158e4aa3b42ccf,Alexander,30.00,Russia,19,,None,1,5,"Web, Mobile & Software Dev",1
2638,~01b4f121e9eecdbc0e,Moloy,22.22,India,5,"[u'Masters', u'Bachelors']",Master,2,3,Writing,5
2639,~01586dad81d8c397e3,Ketankumar,20.00,India,5,Error: No education,None,1,8,Engineering & Architecture,7
2640,~019fcb271f3112c39d,Dobromir,12.50,Bulgaria,75,Master's degree,Master,2,0,Translation,4
2641,~016c8bb2545108ba30,Bharti,10.00,India,5,Bachelor of Engineering (B.Eng.),Bachelor,0,3,"Web, Mobile & Software Dev",1
2642,~01ff66d599ffba0704,Khurram,15.00,Pakistan,12,Master of Computer Applications (M.C.A.),Master,2,6,"Web, Mobile & Software Dev",1
2643,~013662849bbf49043a,Veronika,20.00,Croatia,43,,None,1,4,"Web, Mobile & Software Dev",1
2644,~011613fbb6c830a092,Alex,20.00,Russia,19,Master of Technology (M.Tech.),Master,2,13,"Web, Mobile & Software Dev",1
2645,~011c36ad1d39b68b46,Daisy,5.00,Kenya,49,Associate's degree,Associate,6,0,"Web, Mobile & Software Dev",1
2646,~011fb808546cf22aca,Reena,20.00,India,5,Error: No education,None,1,3,"Web, Mobile & Software Dev",1
2647,~010c20c5f1f6bb648f,Gilmar joe,12.00,Peru,83,SOFTWARE  ENGINEER,None,1,9,Design & Creative,0
2648,~014f1a72cfc7972378,Hans Raj,15.00,India,5,Master of Computer Applications (M.C.A.),Master,2,8,"Web, Mobile & Software Dev",1
2649,~0121e365565145bdfb,Manikandan,20.00,India,5,Error: No education,None,1,2,"Web, Mobile & Software Dev",1
2650,~015c24ff51505b9777,Suman,20.00,India,5,"[u'Masters', u'Bachelor of Applied Science (B.A.Sc.)']",Master,2,3,"Web, Mobile & Software Dev",1
2651,~019676e16ae9a56370,Illia,25.00,Ukraine,6,Bachelor of Engineering (B.Eng.),Bachelor,0,2,"Web, Mobile & Software Dev",1
2652,~016f29d2130405d985,Bilal,20.00,Pakistan,12,"[u'Bachelor of Business Administration (B.B.A.)', u'High school degree']",Bachelor,0,4,"Web, Mobile & Software Dev",1
2653,~01212d72945bbc1c81,Sonu,20.00,Nepal,52,Bachelor of Engineering (B.Eng.),Bachelor,0,3,Design & Creative,0
2654,~010ed738dd44fef5a7,Amine,18.00,Tunisia,78,"[u'Licentiate degree', 'none']",None,1,4,Design & Creative,0
2655,~011113f4715f8a2a3e,Dan,30.00,Ukraine,6,Bachelor of Engineering (B.Eng.),Bachelor,0,9,Sales & Marketing,11
2656,~019c004ac8ee800a8b,Amit,22.00,India,5,Error: No education,None,1,8,"Web, Mobile & Software Dev",1
2657,~01c9f83d707724c153,Maria,30.00,Greece,50,"[u'Master of Arts (M.A.)', u'Bachelor of Science (B.S.)']",Master,2,2,Design & Creative,0
2658,~0122209c67eb5b0548,Oleksandr,25.00,Ukraine,6,,None,1,2,Design & Creative,0
2659,~01631227172169b052,Sufyan,20.00,Pakistan,12,Error: No education,None,1,14,"Web, Mobile & Software Dev",1
2660,~013e64fb1955479624,Launa,14.00,United States,11,,None,1,1,Writing,5
2661,~014f3b62ee00ab583f,Paula,5.00,Brazil,40,"[u'Master of Business Administration (M.B.A.)', u'Other']",None,1,6,Translation,4
2662,~01cac56ed70a17db2f,Nathaniel,15.00,United States,11,Bachelor of Science (B.S.),Bachelor,0,10,Design & Creative,0
2663,~01e6074f272e8db28a,Maria,6.00,Pakistan,12,Bachelor of Arts (B.A.),Bachelor,0,5,Writing,5
2664,~014e66786fc73993fe,Priyanka,20.00,India,5,"[u'Master of Computer Applications (M.C.A.)', 'none']",None,1,9,Design & Creative,0
2665,~01fe90a7ddb1effaa7,Davinder,15.00,India,5,Bachelor of Applied Science (B.A.Sc.),Bachelor,0,2,"Web, Mobile & Software Dev",1
2666,~01c6a83facc0b99de8,Mohammad,10.00,Bangladesh,25,"[u""Bachelor's"", u'High School', u'High School']",Bachelor,0,8,"Web, Mobile & Software Dev",1
2667,~018af8a48614032fcd,Anastasia,15.00,Russia,19,"[u'Bachelor of Laws (LL.B.)', u'Bachelor of Engineering (B.Eng.)']",Professional,5,5,Design & Creative,0
2668,~011dbaf4971feb2ee0,Yevhen,23.00,Ukraine,6,,None,1,3,"Web, Mobile & Software Dev",1
2669,~016300dfa863a742b8,Kirill,25.00,Ukraine,6,Master of Computer Applications (M.C.A.),Master,2,6,Design & Creative,0
2670,~013454aab42bdb2469,Alexandru,35.00,Romania,28,Bachelor of Applied Science (B.A.Sc.),Bachelor,0,6,"Web, Mobile & Software Dev",1
2671,~01e6d243cad751ba55,Adrew,10.25,Ukraine,6,Engineer's degree,Master,2,16,Sales & Marketing,11
2672,~016a6194f0180ca437,Chamini,22.22,Australia,29,Bachelor of Engineering (B.Eng.),Bachelor,0,4,"Web, Mobile & Software Dev",1
2673,~01d6c61ca1ba00c7a0,Natalie,19.00,New Zealand,82,Bachelor of Education (B.Ed.),Bachelor,0,3,Admin Support,2
2674,~01920957f1b8ab33db,Victoriia,19.00,Ukraine,6,Master of Computer Applications (M.C.A.),Master,2,3,"Web, Mobile & Software Dev",1
2675,~01985f8b0001999fb8,Santanina,3.00,Philippines,22,Bachelor of Business Administration (B.B.A.),Bachelor,0,4,Admin Support,2
2676,~01292e49a1e130891d,Alanna,20.00,Italy,1,"[u'Master of Arts (M.A.)', u'Bachelor of Science (B.S.)']",Master,2,12,Translation,4
2677,~012d67aba2a2b8cfa5,Lawrence Patrick,3.00,Philippines,22,"[u'Masters', u'Bachelors']",Master,2,9,Writing,5
2678,~0103d9c3d42dedd5d4,Sviatoslav,20.00,Ukraine,6,Master of Philosophy (M.Phil.),Master,2,0,"Web, Mobile & Software Dev",1
2679,~01ac98628773eca6df,Ishant,12.00,India,5,"[u'Master of Technology (M.Tech.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,3,"Web, Mobile & Software Dev",1
2680,~015065abcba3913393,Dzmitry,15.00,Belarus,35,"[u""Master's degree"", 'none']",None,1,7,Design & Creative,0
2681,~01a7244211f7e91275,Kharen,4.00,Philippines,22,,None,1,10,Data Science & Analytics,8
2682,~01f25c938aec0b63ca,Ashot,5.00,Armenia,8,,None,1,2,Design & Creative,0
2683,~018ac50084570106c7,Sergiu,30.00,Romania,28,Bachelor of Engineering (B.Eng.),Bachelor,0,2,IT & Networking,3
2684,~018b41a07bb3c25369,Martin,5.00,Macedonia,48,,None,1,5,"Web, Mobile & Software Dev",1
2685,~014c40a692c7383d12,Andrej,22.22,Macedonia,48,Bachelors,Bachelor,0,1,Design & Creative,0
2686,~0190370692bf1b2a5b,Boris,5.00,Czech Republic,62,High school degree,High School,4,4,"Web, Mobile & Software Dev",1
2687,~01e4faecb895b4e76c,Laura,80.00,United States,11,"['none', 'none', 'none']",None,1,10,Design & Creative,0
2688,~016bb5a72a1d7a17c4,DAN,30.00,China,13,"[u'Master of Philosophy (M.Phil.)', u'Bachelor of Commerce (B.Com.)']",Master,2,13,Accounting & Consulting,9
2689,~01ca86242eff8f1c8c,Musung,20.00,South Korea,55,"[u'Master of Arts (M.A.)', u""Master's degree""]",Master,2,19,Translation,4
2690,~017c22f947526371af,Marko,20.00,Bosnia and Herzegovina,37,,None,1,1,Design & Creative,0
2691,~0157619da833fd9298,Daiva,10.00,Lithuania,15,Bachelor of Applied Science (B.A.Sc.),Bachelor,0,3,Translation,4
2692,~015e1f8e010e001cdc,Agnieszka,15.00,Poland,30,Bachelor of Arts (B.A.),Bachelor,0,0,Translation,4
2693,~01614a3c56c04778c6,Rodrigo,13.00,Chile,38,Master of Arts (M.A.),Master,2,3,Design & Creative,0
2694,~010b44091d5b184aa8,Arvydas,25.00,Lithuania,15,,None,1,2,Design & Creative,0
2695,~01a7d3effe1d347ca6,Vitya,5.00,Ukraine,6,Bachelor of Engineering (B.Eng.),Bachelor,0,1,"Web, Mobile & Software Dev",1
2696,~01001abee482ababa4,Yuriy,12.00,Ukraine,6,,None,1,0,"Web, Mobile & Software Dev",1
2697,~017d106984db7ee330,Loredana,30.00,Netherlands,21,,None,1,0,Translation,4
2698,~011b29b1fe215a3e3a,Courtney,12.00,United States,11,"[u'Associate of Arts (A.A.)', 'none']",None,1,1,Admin Support,2
2699,~0103b956c166d4d015,Alex,30.00,United Kingdom,2,Bachelor of Arts (B.A.),Bachelor,0,2,Design & Creative,0
2700,~0191d51659df3b2d46,Ivana,16.00,Serbia,23,Master of Arts (M.A.),Master,2,23,Translation,4
2701,~01c2a7ca607736c0a1,Vadim,7.00,Belarus,35,,None,1,1,"Web, Mobile & Software Dev",1
2702,~019b5ce4e40bf7ba4b,Sagar,20.00,India,5,Bachelor of Engineering (B.Eng.),Bachelor,0,4,Sales & Marketing,11
2703,~01605984611f3a4f3b,Chatura,20.00,Sri Lanka,80,,None,1,5,Design & Creative,0
2704,~0138e4e3fcd76f7964,Bari,17.00,United States,11,,None,1,23,Writing,5
2705,~01334d3bcba0140b7d,Melissa,25.00,United States,11,"['none', 'none']",None,1,14,Writing,5
2706,~01dab6caff2c0eb119,Muthumini,7.50,Sri Lanka,80,Bachelor of Arts (B.A.),Bachelor,0,0,Data Science & Analytics,8
2707,~01ce68b5f559621622,Abdelrahman,25.00,Egypt,10,,None,1,4,Customer Service,10
2708,~01db94db04a4edc9cd,Asuncion,22.00,Thailand,33,"[u'Diploma in Screenwriting', u'BA Hons History and Geography']",None,1,6,Translation,4
2709,~01df419a1f1078325e,Shahab,10.00,Pakistan,12,Bachelor of Engineering (B.Eng.),Bachelor,0,0,"Web, Mobile & Software Dev",1
2710,~01e7f5336649fdbd17,Kashif,4.00,Pakistan,12,"['none', 'none']",None,1,6,"Web, Mobile & Software Dev",1
2711,~014e696e7b2537f985,Utku,12.00,Turkey,3,Bachelor of Engineering (B.Eng.),Bachelor,0,0,IT & Networking,3
2712,~0131bfe5984e50409c,Evon,30.00,Malaysia,9,,None,1,0,Design & Creative,0
2713,~010f63966584a52a9a,Benjamin,37.50,Switzerland,76,Bachelor of Science (B.S.),Bachelor,0,0,IT & Networking,3
2714,~01ab6d69efc4910dea,Alejandro,20.00,Mexico,39,"[u'Bachelor of Fine Arts (B.F.A.)', 'none']",None,1,10,Design & Creative,0
2715,~01d86c171b6dc4147a,Fahim Mohammad,10.00,Bangladesh,25,Bachelor of Science (B.S.),Bachelor,0,9,"Web, Mobile & Software Dev",1
2716,~014d9078db70e609f6,Yaroslav,35.00,Ukraine,6,,None,1,2,"Web, Mobile & Software Dev",1
2717,~01fb932aa535cda605,Vladimir,20.00,Bulgaria,75,Engineer's degree,Master,2,0,Design & Creative,0
2718,~010929ea3504736a1a,Teoh,20.00,Malaysia,9,,None,1,4,Design & Creative,0
2719,~010f5790e9fb02e588,Thomas,60.00,Canada,18,Master of Computer Applications (M.C.A.),Master,2,1,Sales & Marketing,11
2720,~016454fd816b286794,Anastasia,11.11,Russia,19,,None,1,3,Translation,4
2721,~01ea5ca1ee755592e0,Leticia,22.50,United States,11,Bachelor of Arts (B.A.),Bachelor,0,6,Sales & Marketing,11
2722,~01b5a54428d33774d7,Patricia,30.00,China,13,Bachelor of Arts (B.A.),Bachelor,0,9,Translation,4
2723,~01df90b5b6c714234e,Md Muyeed,4.00,Bangladesh,25,"[u'Bachelor of Business Administration (B.B.A.)', u'High school degree', u'High school degree']",Bachelor,0,0,Admin Support,2
2724,~01cd398579299138f1,Hisom,20.00,Russia,19,"[u'Associate of Arts (A.A.)', u'Bachelor of Arts (B.A.)']",Bachelor,0,1,Design & Creative,0
2725,~01b60fbe2d4b795da9,Michael,45.00,United Kingdom,2,"['none', 'none']",None,1,3,"Web, Mobile & Software Dev",1
2726,~0183063ff8d4971e2d,Volodymyr,5.00,Ukraine,6,High school degree,High School,4,0,Design & Creative,0
2727,~01cd87887e81211387,Maja,3.00,Serbia,23,"[u'Bachelor of Business Administration (B.B.A.)', u'High school degree']",Bachelor,0,0,Translation,4
2728,~0155a4def11150e263,Marián,10.00,Mexico,39,"[u'Licentiate degree', u'Licentiate degree']",None,1,3,Translation,4
2729,~01db8b47f12cfd2937,Ahsan Raza,6.00,Pakistan,12,Bachelor of Engineering (B.Eng.),Bachelor,0,2,"Web, Mobile & Software Dev",1
2730,~017dfe0e9d3ba03a81,Tyron,15.00,Philippines,22,,None,1,2,Design & Creative,0
2731,~010e1e2408531370cd,Cailey,15.00,United States,11,Bachelor of Fine Arts (B.F.A.),Bachelor,0,0,Design & Creative,0
2732,~010382f78bceedb46a,Vadym,25.00,Ukraine,6,Master of Computer Applications (M.C.A.),Master,2,7,"Web, Mobile & Software Dev",1
2733,~01ff3e29410065ac1f,Catia,12.00,Belgium,47,"[u""Master's degree"", u'Licentiate degree']",None,1,1,Writing,5
2734,~01dec942a949b439ff,Andrew,20.00,Russia,19,Bachelor of Education (B.Ed.),Bachelor,0,2,Design & Creative,0
