user_count,worker_id,first_name,bill_rate,country,country_id,degree,education,education_id,work_experience,job_category,job_category_id
3157,~015f56f878777e492c,Jaroslav,35.00,Ukraine,4,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,2,"Web, Mobile & Software Dev",4
3158,~01b264946c89701a7c,Minja,35.00,Bosnia and Herzegovina,40,"[u'Masters', u'High school degree']",Master,2,8,"Web, Mobile & Software Dev",4
3159,~01546519c2de54c4a8,Tijana,43.75,Serbia,36,Bachelors,Bachelor,3,1,Design & Creative,0
3160,~01c208e31ccaab4b49,Evgeniya,38.89,Russia,8,Error: No education,None,0,10,Writing,2
3161,~015d6257ac64516adc,Ivan,35.00,Russia,8,Master of Science (M.S.),Master,2,7,"Web, Mobile & Software Dev",4
3162,~01a5a1936396a70563,Serhii,26.00,Ukraine,4,Bachelor of Arts (B.A.),Bachelor,3,1,Design & Creative,0
3163,~01b696a0802f0cca43,Ahmed,50.00,Egypt,43,Bachelor of Engineering (B.Eng.),Bachelor,3,3,"Web, Mobile & Software Dev",4
3164,~016da65c79fd0a3458,Amalia-Alexandra,32.00,Romania,12,,None,0,1,"Web, Mobile & Software Dev",4
3165,~01cc657f39eb0f14bc,Joel,75.00,Netherlands,7,,None,0,3,Design & Creative,0
3166,~016f1efbce0b1bfc6e,Nikolay,29.00,Russia,8,"[u'Doctor of Philosophy (Ph.D.)', u'Master of Philosophy (M.Phil.)']",Doctorate,1,18,"Web, Mobile & Software Dev",4
3167,~012d0f9f1c08e98097,Leonardo,35.00,Brazil,27,,None,0,8,IT & Networking,3
3168,~013c533200eef4d271,Vladimir,24.00,Ukraine,4,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,8,Design & Creative,0
3169,~010dfcedaec1f8aa0d,Dmytro,37.50,Ukraine,4,"['none', 'none']",None,0,3,"Web, Mobile & Software Dev",4
3170,~01b4843fa7a6ed0691,Daniel,35.00,Romania,12,Bachelor of Business Administration (B.B.A.),Bachelor,3,0,Sales & Marketing,5
3171,~0164a973f039b874cc,Alex,30.00,Ukraine,4,"[u'Master of Computer Applications (M.C.A.)', 'none', 'none']",None,0,9,"Web, Mobile & Software Dev",4
3172,~0182f3fb501a1a45b9,Joel,25.00,Philippines,42,Bachelors,Bachelor,3,1,Design & Creative,0
3173,~010871c0141c94aa84,Nitesh,24.00,India,11,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,7,"Web, Mobile & Software Dev",4
3174,~01ab975bcc77fc6a9b,vikas,28.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,3,"Web, Mobile & Software Dev",4
3175,~0155677855f9327c32,Volodymyr,30.00,Ukraine,4,Engineer's degree,Master,2,14,"Web, Mobile & Software Dev",4
3176,~01a48dc84bffd9d76d,Ruhul,50.00,Bangladesh,10,High School,High School,6,6,"Web, Mobile & Software Dev",4
3177,~01012c0f7e1e9bc171,Petra,39.99,Italy,26,Bachelor of Business Administration (B.B.A.),Bachelor,3,22,Translation,8
3178,~01350e9d8bd7363839,Czl,35.00,Costa Rica,85,"['none', 'none']",None,0,3,Design & Creative,0
3179,~017c76bdcd9d61069e,Shady,30.00,Bolivia,28,,None,0,0,Design & Creative,0
3180,~018eb1bd31c015ce14,Xabier,90.00,Spain,34,Error: No education,None,0,5,"Web, Mobile & Software Dev",4
3181,~012e911e1c75e94a9a,Bajen,33.33,Russia,8,Master's degree,Master,2,6,none,12
3182,~01e683694f2568c41e,Victoria,25.00,Russia,8,,None,0,3,Accounting & Consulting,9
3183,~0132e0ce92e9094c6b,Andrey,25.00,Russia,8,"[u'Master of Computer Applications (M.C.A.)', 'none']",None,0,2,"Web, Mobile & Software Dev",4
3184,~013e67fe6094a144d2,Max,25.00,Russia,8,"['none', u'Bachelor of Engineering (B.Eng.)']",None,0,2,"Web, Mobile & Software Dev",4
3185,~014f588cdba8760520,Alexander,49.99,Lithuania,54,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,10,Design & Creative,0
3186,~01d2b75063a3dd9bec,Dima,27.00,Russia,8,Master of Computer Applications (M.C.A.),Master,2,0,"Web, Mobile & Software Dev",4
3187,~0144f897291376addc,Vadim,30.00,Ukraine,4,,None,0,2,Design & Creative,0
3188,~01a33457577c30c774,Rishabh,25.00,India,11,Bachelor of Arts (B.A.),Bachelor,3,5,Design & Creative,0
3189,~011e5c7b75cfaa095d,Nick,25.00,South Africa,6,Bachelor of Arts (B.A.),Bachelor,3,21,Writing,2
3190,~0139495e5995ce6099,Slavko,25.00,Serbia,36,Bachelor's degree,Bachelor,3,5,Design & Creative,0
3191,~01f381852403d41c00,Vladan,30.00,Serbia,36,Error: No education,None,0,15,Data Science & Analytics,6
3192,~0124d0ae1f4801b438,Ugurcan,50.00,Romania,12,Error: No education,None,0,5,"Web, Mobile & Software Dev",4
3193,~016b0a5d321478dd3f,Alex,40.00,Ukraine,4,"['none', u'Master of Business Administration (M.B.A.)', u'Master of Arts (M.A.)']",None,0,0,"Web, Mobile & Software Dev",4
3194,~018b21c3fb7d0af645,Yeimar,25.00,Argentina,49,Licentiate degree,None,0,8,Design & Creative,0
3195,~01f2ec8a3c883f22ce,Vitaliy,38.00,Russia,8,Master Degree,Master,2,9,IT & Networking,3
3196,~015f5a24d4416e0a20,Mohammad,30.00,Pakistan,14,Master of Computer Applications (M.C.A.),Master,2,3,"Web, Mobile & Software Dev",4
3197,~0137cf0cf556de9c1e,Svyatoslav,41.00,Russia,8,"[u""Engineer's degree"", u""Engineer's degree""]",Master,2,2,IT & Networking,3
3198,~013bf04c2037219ed1,Viktor,29.00,Ukraine,4,,None,0,2,Data Science & Analytics,6
3199,~0101da0aedddc1ad13,Alexander,22.50,Ukraine,4,Master of Technology (M.Tech.),Master,2,4,Engineering & Architecture,7
3200,~01e79ce0f129a13050,Anton,30.00,Russia,8,,None,0,8,IT & Networking,3
3201,~01367777fc801ad2d5,Denis,28.00,Russia,8,Doctor of Philosophy (Ph.D.),Doctorate,1,9,Data Science & Analytics,6
3202,~01ea511f65f3e53057,Milic,40.00,Montenegro,73,Engineer's degree,Master,2,11,"Web, Mobile & Software Dev",4
3203,~01c9caf5022ea3c0fc,Bojana,25.00,United Kingdom,3,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,4,Writing,2
3204,~0138738d8bfafe69c0,Igor,25.00,Russia,8,Master of Education (M.Ed.),Master,2,10,IT & Networking,3
3205,~015d8b5dd2af1eefc4,Dmitry,30.00,Russia,8,Master of Computer Applications (M.C.A.),Master,2,19,"Web, Mobile & Software Dev",4
3206,~013f8e06337d4523c1,Abhinav,30.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,4,"Web, Mobile & Software Dev",4
3207,~01ca1a504ea8d9a1a8,Roman,27.78,Russia,8,,None,0,7,Data Science & Analytics,6
3208,~01fe1cadb48f6fe0d9,Oscar,40.00,Mexico,67,Bachelor of Business Administration (B.B.A.),Bachelor,3,6,Design & Creative,0
3209,~01233adbd1862593ec,John,150.00,China,39,,None,0,23,Legal,11
3210,~0117a7ec33ae1fc02f,Ruxandra Maria,25.00,Romania,12,"[u'MA in Urban and Regional Plannig ', u'Civil Engineer / Urban Planner']",None,0,8,Design & Creative,0
3211,~013f429316df70d197,Chitragupt,45.00,India,11,Bachelor of Engineering in Computer Science,Bachelor,3,8,"Web, Mobile & Software Dev",4
3212,~01fd24b42fca8482c4,Maksim,30.00,Russia,8,Bachelor's degree,Bachelor,3,20,"Web, Mobile & Software Dev",4
3213,~011c1815d437dc7459,Daniela,25.00,Bulgaria,52,Master of Computer Applications (M.C.A.),Master,2,14,Design & Creative,0
3214,~0149ba9bb487858e84,Andrii,30.00,Ukraine,4,,None,0,3,"Web, Mobile & Software Dev",4
3215,~01dfa6cd1a4c6530e4,Chris M,20.00,United States,0,,None,0,5,Writing,2
3216,~01a7cfb6e4b69a8cd4,Tibor,30.00,Serbia,36,Master of Computer Applications (M.C.A.),Master,2,12,"Web, Mobile & Software Dev",4
3217,~0153dc8c5cf778d49e,Dominik,25.00,Poland,29,"[u'GIS', u'Bachelor in Physical Oceanography']",None,0,3,Data Science & Analytics,6
3218,~01d7c785e03c62c5a2,Elizabeth,30.00,Germany,21,"[u'Bachelor of Engineering (B.Eng.)', u'High school degree']",Bachelor,3,2,Translation,8
3219,~01227d994ff09cd70e,Virginia D,15.00,United States,0,"[u'Master of Computer Applications (M.C.A.)', u'Master of Arts (M.A.)']",Master,2,2,Writing,2
3220,~016a085211d12226af,Lydia,20.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,19,Design & Creative,0
3221,~011c86af54b505eb0f,Kimberly,15.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,21,Writing,2
3222,~01567ec7c00582e47a,Mark,50.00,United States,0,Error: No education,None,0,13,"Web, Mobile & Software Dev",4
3223,~0165ded4715bc46d27,Andrei,25.00,Belarus,19,Diploma,Associate,5,10,"Web, Mobile & Software Dev",4
3224,~010c2fcbde7b7b46eb,Brittney,20.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,2,Writing,2
3225,~011970e7e70a118ab1,Amin,100.00,Turkey,46,,None,0,11,Data Science & Analytics,6
3226,~01d2794f03765c2519,Amad,25.00,Pakistan,14,Bachelor of Engineering (B.Eng.),Bachelor,3,2,Design & Creative,0
3227,~01c731ba6eed75faeb,Frank,30.00,Netherlands,7,"[u'Bachelors', u'Bachelors']",Bachelor,3,10,"Web, Mobile & Software Dev",4
3228,~01915d509523525080,Trung-Khanh,25.00,Vietnam,2,"[u'Master of Science (M.S.)', u'Bachelor of Science (B.S.)']",Master,2,6,"Web, Mobile & Software Dev",4
3229,~014c98eb7f2aed2b6b,Gor,45.00,United Kingdom,3,"[u'PhD in Cinema', u'Master of Philosophy']",None,0,8,Design & Creative,0
3230,~010e492a768347aa79,Philipp,95.00,Germany,21,Bachelor of Arts (B.A.),Bachelor,3,9,Data Science & Analytics,6
3231,~01534e277db36ef019,Mackenzie,95.00,Canada,18,Marketing,None,0,5,Admin Support,1
3232,~01b5eade7dcec22458,Akihiko,60.00,El Salvador,66,"[u'Masters', u'Other']",None,0,11,Engineering & Architecture,7
3233,~01c89eb742de16150a,Colin,75.00,France,41,"['none', 'none', u'Bachelor of Engineering (B.Eng.)']",None,0,9,Data Science & Analytics,6
3234,~01bf4cf684bc08a1aa,Perrine,44.44,France,41,Error: No education,None,0,0,Translation,8
3235,~016305e6a5e2cfe6bb,Oleksandr,30.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,7,IT & Networking,3
3236,~01169354ebd073848b,Faizan,30.00,Pakistan,14,"[u'Master of Philosophy (M.Phil.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,6,Engineering & Architecture,7
3237,~01d453f038ac1fa63c,Laszlo,25.00,Hungary,74,Doctor of Philosophy (Ph.D.),Doctorate,1,11,Writing,2
3238,~012107e4d565b97169,Vitalie,30.00,Moldova,86,,None,0,4,Design & Creative,0
3239,~01bc05436f22d47f91,Karina,55.56,Dominican Republic,90,Error: No education,None,0,0,Design & Creative,0
3240,~0111f307e5f74a7092,Atanas,25.00,Bulgaria,52,Error: No education,None,0,0,Design & Creative,0
3241,~01597c1bf650b18c75,Derek,125.00,Canada,18,,None,0,4,Writing,2
3242,~01bbe6ee91880bdcf8,Ngan,30.00,Vietnam,2,,None,0,0,Design & Creative,0
3243,~01b865528b1bf82ade,Anton,70.00,Russia,8,Bachelor of Engineering (B.Eng.),Bachelor,3,3,"Web, Mobile & Software Dev",4
3244,~014712b326582dce82,Dmitry,25.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,7,"Web, Mobile & Software Dev",4
3245,~01c8a3eabceecaa5ee,Mila,30.00,Ukraine,4,Error: No education,None,0,8,Design & Creative,0
3246,~01d64740167108d3ff,Boris,80.00,Serbia,36,Master of Arts (M.A.),Master,2,8,Design & Creative,0
3247,~013d7311937974cb9a,Pawel,55.00,Poland,29,,None,0,6,Design & Creative,0
3248,~017aba3d6e199770b0,Luisa,60.00,Spain,34,"[u'Master of Arts (M.A.)', u'Licentiate degree', u'Master of Arts (M.A.)', u'Master of Fine Arts (M.F.A.)', u'Licentiate degree', u'Licentiate degree']",None,0,9,Design & Creative,0
3249,~019ecbd99e5bc277ec,Andres,111.11,Argentina,49,Error: No education,None,0,0,Translation,8
3250,~013f2d90925560d715,usman,25.00,Pakistan,14,Bachelors,Bachelor,3,12,"Web, Mobile & Software Dev",4
3251,~01b69023ed95d07c42,Krunal,30.00,India,11,Error: No education,None,0,0,none,12
3252,~01da983fdb28a92bfd,Penny,55.00,Canada,18,"[u'Master of Teaching (Secondary)', u'Bachelor Liberal Studies (Honours)']",Master,2,0,Writing,2
3253,~016415cf62a3824831,Vania,25.00,Greece,24,Diploma,Associate,5,0,Translation,8
3254,~01708f5ecc6308bca9,Raz,25.00,Israel,47,Error: No education,None,0,0,"Web, Mobile & Software Dev",4
3255,~01999ae2dd87da34a0,Kunihiro,30.00,Japan,79,Error: No education,None,0,0,Translation,8
3256,~01b918d8c32e33ba24,Mitch,79.00,Australia,1,Master of Business Administration (M.B.A.),Master,2,7,Sales & Marketing,5
3257,~01998c309aa21fc14d,Diego,25.00,Argentina,49,Bachelor of Arts (B.A.),Bachelor,3,6,Design & Creative,0
3258,~016323c547dad40c67,Nikita,25.00,Russia,8,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,2,Design & Creative,0
3259,~01cb76ec0de6eeaaf6,James,60.00,Australia,1,Bachelor of Science (B.S.),Bachelor,3,3,none,12
3260,~01ba3929564a7b9a1c,Serg,25.00,Russia,8,Error: No education,None,0,10,"Web, Mobile & Software Dev",4
3261,~01b7e0705471825edf,Mohamed,30.00,Egypt,43,Error: No education,None,0,1,"Web, Mobile & Software Dev",4
3262,~017ec2070dbeeae98d,Oleh,25.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,12,"Web, Mobile & Software Dev",4
3263,~01a059fa575b0cd380,Abhishek,40.00,India,11,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,6,Writing,2
3264,~01006a72e4ad46e18c,Dmitriy,45.00,Ukraine,4,Master's degree,Master,2,0,"Web, Mobile & Software Dev",4
3265,~01bd6b71894e865e40,Alex,40.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,14,"Web, Mobile & Software Dev",4
3266,~01cbc4adb050a79ceb,Marcela,25.00,Brazil,27,"[u'Doctor of Philosophy (Ph.D.)', u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Doctorate,1,5,"Web, Mobile & Software Dev",4
3267,~010be2f0ca5a4f5776,Kevin,50.00,Canada,18,Bachelor of Engineering (B.Eng.),Bachelor,3,21,"Web, Mobile & Software Dev",4
3268,~01bae8e84efcbefc76,Darya,35.00,Russia,8,,None,0,3,none,12
3269,~01dd992ef0466c3479,Yuriy,35.00,Russia,8,,None,0,3,none,12
3270,~010bcf5d164dda9f6a,Ravi,25.00,India,11,Master of Computer Applications (M.C.A.),Master,2,6,"Web, Mobile & Software Dev",4
3271,~015736b28872d809a5,Bartosz,50.00,Poland,29,Bachelor of Engineering (B.Eng.),Bachelor,3,3,"Web, Mobile & Software Dev",4
3272,~01f30d5a633171989a,Andrey,30.00,Belarus,19,Bachelor of Science (B.S.),Bachelor,3,1,"Web, Mobile & Software Dev",4
3273,~0122dda4517d777029,Dmitry,50.00,Russia,8,Master of Computer Applications (M.C.A.),Master,2,0,"Web, Mobile & Software Dev",4
3274,~015ff7057a11c94ccf,Sourav,30.00,India,11,Bachelor of Technology (B.Tech.),Bachelor,3,2,"Web, Mobile & Software Dev",4
3275,~015c6e755a80d8daaa,Stanislav,30.00,Russia,8,Master of Computer Applications (M.C.A.),Master,2,5,"Web, Mobile & Software Dev",4
3276,~015a04f28c22a45de9,Aleksandar,29.00,Serbia,36,,None,0,3,"Web, Mobile & Software Dev",4
3277,~015ba5cd7b48d18d6c,Pawel,60.00,Poland,29,Engineer's degree,Master,2,12,IT & Networking,3
3278,~016fbfc1314ff70bc5,Denis,30.00,Russia,8,Master of Science (M.S.),Master,2,7,"Web, Mobile & Software Dev",4
3279,~01b8f458204316af55,Thomas,44.44,Estonia,80,Error: No education,None,0,0,Translation,8
3280,~015c4397b84b237b2e,Taylor,60.00,United States,0,,None,0,12,Sales & Marketing,5
3281,~01da5aaea0156d41fa,Phillip,50.00,Canada,18,"['none', u'Bachelor of Science (B.S.)']",None,0,6,Writing,2
3282,~01ce09ad15f91b20e3,Andre,44.00,Canada,18,Bachelor of Fine Arts (B.F.A.),Bachelor,3,0,Design & Creative,0
3283,~01bff5c95cdf874964,Pantelis,25.00,Greece,24,High school degree,High School,6,8,Design & Creative,0
3284,~018abd9298b0f528fa,Vasyl,35.00,Ukraine,4,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,3,"Web, Mobile & Software Dev",4
3285,~01ebc84df673962133,Jaysheel,25.00,India,11,"[u'Bachelor of Engineering (B.Eng.)', u'High school degree']",Bachelor,3,0,"Web, Mobile & Software Dev",4
3286,~01866ad6cbf217fb88,Monica,35.00,Australia,1,"[u'Other', u'Other', u'Other']",None,0,24,Accounting & Consulting,9
3287,~0167d942fec9ac45b3,Gurpreet,30.00,India,11,"[u""Master's"", u""Bachelor's""]",Master,2,6,"Web, Mobile & Software Dev",4
3288,~01974cabcf80c262ef,Rubina,9.50,Pakistan,14,Bachelor of Arts (B.A.),Bachelor,3,3,Admin Support,1
3289,~012035a5f2863d8b54,Denis,27.00,Ukraine,4,"[u'Bachelor of Engineering (B.Eng.)', 'none']",None,0,3,"Web, Mobile & Software Dev",4
3290,~018f1afb38508d4ba1,Evgenij,40.00,Ukraine,4,Master of Education (M.Ed.),Master,2,7,Design & Creative,0
3291,~0123010b8af31ee5b8,C G Thirumalesh,18.00,India,11,"[u'Diploma', u'Bachelor of Engineering (B.Eng.)']",Bachelor,3,12,"Web, Mobile & Software Dev",4
3292,~014f2c1100e8239135,Jogvinder,15.00,India,11,"[u'Master of Computer Applications (M.C.A.)', u'Bachelor of Engineering (B.Eng.)', u""Engineer's degree""]",Master,2,7,"Web, Mobile & Software Dev",4
3293,~019bc29096cd82c0cb,Rohit Kumar,12.00,India,11,"[u'MCA', u'BCA']",None,0,3,"Web, Mobile & Software Dev",4
3294,~014be336d8dac8f1e3,Meera,11.25,India,11,Bachelor of Technology (B.Tech.),Bachelor,3,4,"Web, Mobile & Software Dev",4
3295,~015254ad69d575c3b2,Randhir,15.00,India,11,Master of Computer Applications (M.C.A.),Master,2,1,"Web, Mobile & Software Dev",4
3296,~01e92399360e255917,Abdullah,16.00,Bosnia and Herzegovina,40,"[u'Bachelor of Engineering (B.Eng.)', u'High school degree']",Bachelor,3,4,"Web, Mobile & Software Dev",4
3297,~0142a9db5b98672fb3,Md Nasirul,18.75,Bangladesh,10,"[u'Masters', u'Diploma', u'Bachelors']",Master,2,9,Admin Support,1
3298,~011b0bd07a0e2aa940,Nikola,10.00,Macedonia,9,Bachelor of Business Administration (B.B.A.),Bachelor,3,3,Admin Support,1
3299,~014b18f2e3741ca859,Sinisa,11.00,Serbia,36,,None,0,18,Admin Support,1
3300,~01b8581cd27a90313a,Mallory,15.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,2,Writing,2
3301,~017a89d1c863812f31,Kevin,42.50,United States,0,Bachelor of Business Administration (B.B.A.),Bachelor,3,4,"Web, Mobile & Software Dev",4
3302,~017551a0de2f7ab592,Margaret,16.00,United States,0,,None,0,3,Design & Creative,0
3303,~01d5e3ebbae06fbaa8,Andrey,17.19,Russia,8,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,15,Design & Creative,0
3304,~01ec5b91d82915dc70,Milutin,16.00,Serbia,36,"['none', 'none', u'High school degree']",None,0,12,Admin Support,1
3305,~019f78245800f9c950,Md,20.00,Bangladesh,10,Master of Science (M.S.),Master,2,4,"Web, Mobile & Software Dev",4
3306,~01de2e0d1da4064127,David,70.00,United States,0,"[u'Master of Science (M.S.)', u'Bachelor of Science (B.S.)']",Master,2,18,IT & Networking,3
3307,~0140d18c4cd3f472be,Jenny,30.00,United Kingdom,3,"[u'Master of Science (M.S.)', u'Bachelor of Business Administration (B.B.A.)']",Master,2,16,Writing,2
3308,~0129fefab3da01f5a1,Alex,42.00,Romania,12,"[u'Bachelor of Engineering (B.Eng.)', u'Master of Computer Applications (M.C.A.)', u'Bachelor of Applied Science (B.A.Sc.)', 'none']",None,0,3,"Web, Mobile & Software Dev",4
3309,~0162d7115335a3c005,Kymberly,37.50,Germany,21,"['none', u'Bachelor of Applied Science (B.A.Sc.)']",None,0,18,Translation,8
3310,~01422c4df22f2d581a,Rohan,35.00,United States,0,"[u'Master of Science (M.S.)', u'Bachelor of Science (B.S.)']",Master,2,4,"Web, Mobile & Software Dev",4
3311,~01109a505eab688047,Eduardo Alfonso,80.00,United States,0,Bachelors,Bachelor,3,2,"Web, Mobile & Software Dev",4
3312,~0170470f323160d9a8,Barbara,25.00,United Kingdom,3,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,2,Writing,2
3313,~0198dbf1ba0a868ca0,Seungok,27.50,Canada,18,"[u'Master of Education (M.Ed.)', u'Bachelor of Science (B.S.)', 'none', 'none']",None,0,0,Translation,8
3314,~016146d4d2bf9de0e7,Andrew,25.00,United States,0,"[u'Bachelors', u'Bachelors']",Bachelor,3,8,Sales & Marketing,5
3315,~01ba0d9f571c14ec57,Alex,60.00,Russia,8,Bachelor of Engineering (B.Eng.),Bachelor,3,6,Engineering & Architecture,7
3316,~0197e0e5198f33fbcb,Christian,30.00,United States,0,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,3,Design & Creative,0
3317,~014df75078e4581c05,Dmitriy,25.00,Russia,8,,None,0,5,Sales & Marketing,5
3318,~01b324f1b1b95aaa16,Ms.,10.00,Pakistan,14,Master of Computer Applications (M.C.A.),Master,2,2,"Web, Mobile & Software Dev",4
3319,~01ba43c5d0537d7cac,Waheed,16.25,Pakistan,14,"[u'Masters', u'Other', 'none']",None,0,5,"Web, Mobile & Software Dev",4
3320,~0196fe346740a6f598,Holly,25.00,United States,0,Bachelor of Fine Arts (B.F.A.),Bachelor,3,9,Design & Creative,0
3321,~01c3f13636011d5b6c,Abhilash,12.00,India,11,Bachelor's,Bachelor,3,7,"Web, Mobile & Software Dev",4
3322,~01b5739c8631589b1f,Vadim,19.50,Ukraine,4,Master of Technology (M.Tech.),Master,2,7,"Web, Mobile & Software Dev",4
3323,~01d681922b08cfdb28,PUJABEN,15.00,India,11,"[u'Bachelor of Laws (LL.B.)', u'Master of Computer Applications (M.C.A.)']",Professional,4,2,"Web, Mobile & Software Dev",4
3324,~01e11affb8ca3bdd67,Amr,32.50,Egypt,43,Bachelor of Engineering (B.Eng.),Bachelor,3,6,Design & Creative,0
3325,~015a54263fe4b984a7,Ruta,20.00,Lithuania,54,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,1,Writing,2
3326,~015d11f6433b0cd78d,Ilya,40.00,Russia,8,Error: No education,None,0,0,"Web, Mobile & Software Dev",4
3327,~01777704a58457c94c,Gabriel,31.25,Venezuela,62,"[u'Degree in Mathematics (Unfinished)', u'Public Accounting', u'Degree in Journalism']",None,0,12,Writing,2
3328,~01ac3000bdc9d79ee7,Ryan,58.00,United States,0,Bachelor of Science (B.S.),Bachelor,3,3,Sales & Marketing,5
3329,~012257cfc3ec711dc3,Igor,89.99,Ukraine,4,"[u'Bachelor of Applied Science (B.A.Sc.)', u'Master of Computer Applications (M.C.A.)', 'none', u'High school degree']",None,0,5,"Web, Mobile & Software Dev",4
3330,~01a72d1c48ec383ef6,Robin,30.00,United States,0,Error: No education,None,0,-29,Writing,2
3331,~01a75112d1ee6b14a5,Sherissa,44.38,South Africa,6,"['none', u'Bachelor of Commerce (B.Com.)', 'none']",None,0,10,Writing,2
3332,~01b6dc8368c8640a45,Maksim,30.00,Russia,8,Master of Computer Applications (M.C.A.),Master,2,5,"Web, Mobile & Software Dev",4
3333,~01d524b5eec2a5c56f,Alexandros,35.00,United Kingdom,3,"['none', 'none', 'none', 'none', 'none', u'Bachelor of Education (B.Ed.)', u'Bachelor of Arts (B.A.)']",None,0,6,Sales & Marketing,5
3334,~01c19c68c188976053,Wendy,40.00,United States,0,,None,0,7,Sales & Marketing,5
3335,~018fc9cd694608d11d,David,25.00,Spain,34,Graphic design multimedia technical studies,None,0,8,"Web, Mobile & Software Dev",4
3336,~01372d27874761e893,Paul,25.00,Ukraine,4,,None,0,6,"Web, Mobile & Software Dev",4
3337,~0103a010b1bf46f9ad,Joshua,80.00,United States,0,Associate's degree,Associate,5,12,Writing,2
3338,~01790fc582f08e76e4,Ahmad,23.44,Pakistan,14,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,7,Customer Service,10
3339,~0133b664b41e5441c6,Md,20.00,Bangladesh,10,"[u'Bachelor of Engineering (B.Eng.)', u'Other', u'High School']",None,0,1,Design & Creative,0
3340,~01a149ec1b9514f664,Jama B.,15.00,Philippines,42,Bachelor of Science (B.S.),Bachelor,3,-11,Accounting & Consulting,9
3341,~0100688381d81e64b6,Lesley,18.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,10,Writing,2
3342,~012da0f1dff2cf5eac,Loretta,10.00,United States,0,Error: No education,None,0,0,Writing,2
3343,~016ba21c417ac6980d,Maria Trina,30.00,Australia,1,"['none', u'Bachelor of Commerce (B.Com.)']",None,0,6,Writing,2
3344,~018499059e5ad973c3,Arpita,25.00,India,11,Bachelor of Electrical Engineering,Bachelor,3,1,Writing,2
3345,~0181584138a84656f1,Dejan,25.00,Serbia,36,Master of Fine Arts (M.F.A.),Master,2,24,Design & Creative,0
3346,~017fad11fd0542bafc,James,20.00,United States,0,"[u'Master of Divinity (M.Div.)', u'Bachelor of Arts (B.A.)']",Professional,4,9,Writing,2
3347,~01064ae4498a22087e,Krusang,22.00,United States,0,Bachelor of Science (B.S.),Bachelor,3,2,Writing,2
3348,~01cd499c5606e02d69,Emma,30.00,United States,0,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,1,Writing,2
3349,~010ffc267a46390935,Din Mohammad,22.50,Bangladesh,10,Bachelors,Bachelor,3,6,Design & Creative,0
3350,~0181133e50bb49cc86,Suzanne,11.11,United States,0,,None,0,0,Writing,2
3351,~0164a46bfa8c777b4a,Tiago,10.00,Portugal,16,Other,None,0,4,Writing,2
3352,~01c6d41cf5226c9363,Adrienn,13.00,Hungary,74,"[u'Bachelors', u'Bachelors', u'Diploma']",Bachelor,3,16,Customer Service,10
3353,~012375fa0180dda6a8,Kemdeodra,15.00,United States,0,Bachelor of Arts (B.A.),Bachelor,3,11,Writing,2
3354,~015cd4fe8b43c75457,Janki,75.00,United States,0,"['none', 'none', u'Bachelor of Science (B.S.)']",None,0,2,Design & Creative,0
3355,~01bf9b168e86d50b74,Tobias,15.00,United States,0,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,11,Writing,2
3356,~014245c1929780d2a1,Shan,50.00,United States,0,"[u'Master of Fine Arts (M.F.A.)', u'Bachelor of Science (B.S.)']",Master,2,4,"Web, Mobile & Software Dev",4
3357,~01792d97e7fdb01530,sunaram,50.00,India,11,High school degree,High School,6,12,"Web, Mobile & Software Dev",4
3358,~018ade9d90bc24a0b9,Łukasz,9.00,Poland,29,Bachelor of Business Administration (B.B.A.),Bachelor,3,1,Writing,2
3359,~01b356c7d629b38843,David,25.00,United States,0,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,1,Data Science & Analytics,6
