user_count,hr_tenure
31952,None
31953,None
31954,None
31955,None
31956,None
31957,None
31958,None
31959,None
31960,None
31961,None
31962,None
31963,None
31964,None
31965,None
31966,None
31967,None
31968,None
31969,None
31970,None
31971,None
31972,None
31973,None
31974,None
31975,None
31976,None
31977,None
31978,None
31979,None
31980,None
31981,None
31982,None
31983,None
31984,None
31985,None
31986,None
31987,None
31988,None
31989,None
31990,None
31991,None
31992,None
31993,None
31994,None
31995,None
31996,None
31997,None
31998,None
31999,None
32000,None
32001,None
32002,None
32003,None
32004,None
32005,None
32006,None
32007,None
32008,None
32009,None
32010,None
32011,None
32012,None
32013,None
32014,None
32015,None
32016,None
32017,None
32018,None
32019,None
32020,None
32021,None
32022,None
32023,None
32024,None
32025,None
32026,None
32027,None
32028,None
32029,None
32030,None
32031,None
32032,None
32033,None
32034,None
32035,None
32036,None
32037,None
32038,None
32039,None
32040,None
32041,None
32042,None
32043,None
32044,None
32045,None
32046,None
32047,None
32048,None
32049,None
32050,None
32051,None
32052,None
32053,None
32054,None
32055,None
32056,None
32057,None
32058,None
32059,None
32060,None
32061,None
32062,None
32063,None
32064,None
32065,None
32066,None
32067,None
32068,None
32069,None
32070,None
32071,None
32072,None
32073,None
32074,None
32075,None
32076,None
32077,None
32078,None
32079,None
32080,None
32081,None
32082,None
32083,None
32084,None
32085,None
32086,None
32087,None
32088,None
32089,None
32090,None
32091,None
32092,None
32093,None
32094,None
32095,None
32096,None
32097,None
32098,None
32099,None
32100,None
32101,None
32102,None
32103,None
32104,None
32105,None
32106,None
32107,None
32108,None
32109,None
32110,None
32111,None
32112,None
32113,None
32114,None
32115,None
32116,None
32117,None
32118,None
32119,None
32120,None
32121,None
32122,None
32123,None
32124,None
32125,None
32126,None
32127,None
32128,None
32129,None
32130,None
32131,None
32132,None
32133,None
32134,None
32135,None
32136,None
32137,None
32138,None
32139,None
32140,None
32141,None
32142,None
32143,None
32144,None
32145,None
32146,None
32147,None
32148,None
32149,None
32150,None
32151,None
32152,None
32153,None
32154,None
32155,None
32156,None
32157,None
32158,None
32159,None
32160,None
32161,None
32162,None
32163,None
32164,None
32165,None
32166,None
32167,None
32168,None
32169,None
32170,None
32171,None
32172,None
32173,None
32174,None
32175,None
32176,None
32177,None
32178,None
32179,None
32180,None
32181,None
32182,None
32183,None
32184,None
32185,None
32186,None
32187,None
32188,None
32189,None
32190,None
32191,None
32192,None
32193,None
32194,None
32195,None
32196,None
32197,None
32198,None
32199,None
32200,None
32201,None
32202,None
32203,None
32204,None
32205,None
32206,None
32207,None
32208,None
32209,None
32210,None
32211,None
32212,None
32213,None
32214,None
32215,None
32216,None
32217,None
32218,None
32219,None
32220,None
32221,None
32222,None
32223,None
32224,None
32225,None
32226,None
32227,None
32228,None
32229,None
32230,None
32231,None
32232,None
32233,None
32234,None
32235,None
32236,None
32237,None
32238,None
32239,None
32240,None
32241,None
32242,None
32243,None
32244,None
32245,None
32246,None
32247,None
32248,None
32249,None
32250,None
32251,None
32252,None
32253,None
32254,None
32255,None
32256,None
32257,None
32258,None
32259,None
32260,None
32261,None
32262,None
32263,None
32264,None
32265,None
32266,None
32267,None
32268,None
32269,None
32270,None
32271,None
32272,None
32273,"[0, 0, 0, [10.5], 10.5, 10.5]"
32274,None
32275,None
32276,None
32277,None
32278,None
32279,None
32280,None
32281,None
32282,None
32283,None
32284,None
32285,None
32286,None
32287,None
32288,None
32289,None
32290,None
32291,None
32292,None
32293,None
32294,None
32295,None
32296,None
32297,None
32298,None
32299,None
32300,None
32301,None
32302,None
32303,None
32304,None
32305,None
32306,None
32307,None
32308,None
32309,None
32310,None
32311,None
32312,None
32313,None
32314,None
32315,None
32316,None
32317,None
32318,None
32319,None
32320,None
32321,None
32322,None
32323,None
32324,None
32325,None
32326,None
32327,None
32328,None
32329,None
32330,None
32331,None
32332,None
32333,None
32334,None
32335,None
32336,None
32337,None
32338,None
32339,None
32340,None
32341,None
32342,None
32343,None
32344,None
32345,None
32346,None
32347,None
32348,None
32349,None
32350,None
32351,None
32352,None
32353,None
32354,None
32355,None
32356,None
32357,None
32358,None
32359,None
32360,None
32361,None
32362,None
32363,None
32364,None
32365,None
32366,None
32367,None
32368,None
32369,None
32370,None
32371,None
32372,None
32373,None
32374,None
32375,None
32376,None
32377,None
32378,None
32379,None
32380,None
32381,None
32382,None
32383,None
32384,None
32385,None
32386,None
32387,None
32388,None
32389,None
32390,None
32391,None
32392,None
32393,None
32394,None
32395,None
32396,None
32397,None
32398,None
32399,None
32400,None
32401,None
32402,None
32403,None
32404,None
32405,None
32406,None
32407,None
32408,None
32409,None
32410,None
32411,None
32412,None
32413,None
32414,None
32415,None
32416,None
32417,None
32418,None
32419,None
32420,None
32421,None
32422,None
32423,None
32424,None
32425,None
32426,None
32427,None
32428,None
32429,None
32430,None
32431,None
32432,None
32433,None
32434,None
32435,None
32436,None
32437,None
32438,None
32439,None
32440,None
32441,None
32442,None
32443,None
32444,None
32445,None
32446,None
32447,None
32448,None
32449,None
32450,None
32451,None
32452,None
32453,None
32454,None
32455,None
32456,None
32457,None
32458,None
32459,None
32460,None
32461,None
32462,"[0, 0, 0, [25.0], 25.0, 25.0]"
32463,None
32464,None
32465,None
32466,None
32467,None
32468,None
32469,None
32470,None
32471,None
32472,None
32473,None
32474,None
32475,None
32476,None
32477,None
32478,None
32479,None
32480,None
32481,None
32482,None
32483,None
32484,None
32485,None
32486,None
32487,None
32488,None
32489,None
32490,None
32491,None
32492,None
32493,None
32494,None
32495,None
32496,None
32497,None
32498,None
32499,None
32500,None
32501,None
32502,None
32503,None
32504,None
32505,None
32506,None
32507,None
32508,None
32509,None
32510,None
32511,None
32512,None
32513,None
32514,None
32515,None
32516,None
32517,None
32518,None
32519,None
32520,"[0, 0, 0, [10.0], 10.0, 10.0]"
32521,None
32522,None
32523,None
32524,None
32525,None
32526,None
32527,None
32528,None
32529,None
32530,None
32531,None
32532,None
32533,None
32534,None
32535,None
32536,None
32537,None
32538,None
32539,None
32540,None
32541,None
32542,None
32543,None
32544,None
32545,None
32546,None
32547,None
32548,None
32549,None
32550,None
32551,None
32552,None
32553,None
32554,None
32555,None
32556,None
32557,None
32558,None
32559,None
32560,None
32561,None
32562,None
32563,None
32564,None
32565,None
32566,None
32567,None
32568,None
32569,None
32570,None
32571,None
32572,None
32573,None
32574,None
32575,None
32576,None
32577,None
32578,None
32579,None
32580,None
32581,None
32582,None
32583,None
32584,None
32585,None
32586,None
32587,None
32588,None
32589,None
32590,None
32591,None
32592,None
32593,None
32594,None
32595,None
32596,None
32597,None
32598,None
32599,None
32600,None
32601,None
32602,None
32603,None
32604,None
32605,None
32606,None
32607,None
32608,None
32609,None
32610,None
32611,None
32612,None
32613,None
32614,None
32615,None
32616,None
32617,None
32618,None
32619,None
32620,None
32621,None
32622,None
32623,None
32624,None
32625,None
32626,None
32627,None
32628,None
32629,None
32630,None
32631,None
32632,None
32633,None
32634,None
32635,None
32636,None
32637,None
32638,None
32639,None
32640,None
32641,None
32642,None
32643,None
32644,None
32645,None
32646,None
32647,None
32648,None
32649,None
32650,None
32651,None
32652,None
32653,None
32654,None
32655,None
32656,None
32657,None
32658,None
32659,None
32660,None
32661,None
32662,None
32663,None
32664,None
32665,None
32666,None
32667,None
32668,None
32669,None
32670,None
32671,None
32672,None
32673,None
32674,None
32675,None
32676,None
32677,None
32678,None
32679,None
32680,None
32681,None
32682,None
32683,None
32684,None
32685,None
32686,None
32687,None
32688,None
32689,None
32690,None
32691,None
32692,None
32693,None
32694,None
32695,None
32696,None
32697,None
32698,None
32699,None
32700,None
32701,None
32702,None
32703,None
32704,None
32705,None
32706,None
32707,None
32708,None
32709,None
32710,None
32711,None
32712,None
32713,None
32714,None
32715,None
32716,None
32717,None
32718,None
32719,None
32720,None
32721,None
32722,None
32723,None
32724,None
32725,None
32726,None
32727,None
32728,None
32729,None
32730,None
32731,None
32732,None
32733,None
32734,None
32735,None
32736,None
32737,None
32738,None
32739,None
32740,None
32741,None
32742,None
32743,None
32744,None
32745,None
32746,None
32747,None
32748,None
32749,None
32750,None
32751,None
32752,None
32753,None
32754,None
32755,None
32756,None
32757,None
32758,None
32759,None
32760,None
32761,None
32762,None
32763,None
32764,None
32765,None
32766,None
32767,None
32768,None
32769,None
32770,None
32771,None
32772,None
32773,None
32774,None
32775,None
32776,None
32777,None
32778,None
32779,None
32780,None
32781,None
32782,None
32783,None
32784,None
32785,None
32786,None
32787,None
32788,None
32789,None
32790,None
32791,None
32792,None
32793,None
32794,None
32795,None
32796,None
32797,None
32798,None
32799,None
32800,None
32801,None
32802,None
32803,None
32804,None
32805,None
32806,None
32807,None
32808,None
32809,None
32810,None
32811,None
32812,None
32813,None
32814,None
32815,None
32816,None
32817,None
32818,None
32819,None
32820,None
32821,None
32822,None
32823,None
32824,None
32825,None
32826,"[0, 0, 0, [22.5], 22.5, 22.5]"
32827,None
32828,None
32829,None
32830,None
32831,None
32832,None
32833,None
32834,"[0, 0, 0, [60.56, 3.0, 6.56], 23.37, 6.56]"
32835,None
32836,None
32837,None
32838,None
32839,None
32840,None
32841,None
32842,None
32843,None
32844,None
32845,None
32846,None
32847,None
32848,None
32849,None
32850,None
32851,"[0, 0, 0, [25.0], 25.0, 25.0]"
32852,None
32853,None
32854,"[0, 0, 0, [35.0], 35.0, 35.0]"
32855,None
32856,None
32857,None
32858,None
32859,None
32860,None
32861,None
32862,None
32863,None
32864,"[0, 0, 0, [30.0], 30.0, 30.0]"
32865,None
32866,None
32867,None
32868,None
32869,None
32870,None
32871,None
32872,None
32873,None
32874,None
32875,None
32876,None
32877,None
32878,None
32879,None
32880,None
32881,None
32882,None
32883,None
32884,None
32885,None
32886,None
32887,None
32888,None
32889,None
32890,None
32891,None
32892,None
32893,None
32894,None
32895,None
32896,None
32897,None
32898,None
32899,None
32900,None
32901,None
32902,None
32903,None
32904,None
32905,None
32906,None
32907,None
32908,None
32909,None
32910,None
32911,None
32912,"[0, 0, 0, [15.0], 15.0, 15.0]"
32913,None
32914,None
32915,None
32916,None
32917,None
32918,None
32919,None
32920,None
32921,None
32922,None
32923,None
32924,None
32925,None
32926,None
32927,None
32928,None
32929,None
32930,None
32931,None
32932,None
32933,None
32934,None
32935,None
32936,None
32937,None
32938,None
32939,None
32940,None
32941,None
32942,None
32943,None
32944,None
32945,None
32946,None
32947,None
32948,None
32949,None
32950,None
32951,None
32952,None
32953,None
32954,None
32955,None
32956,None
32957,None
32958,None
32959,None
32960,None
32961,None
32962,None
32963,None
32964,None
32965,None
32966,None
32967,None
32968,None
32969,None
32970,None
32971,None
32972,None
32973,None
32974,None
32975,None
32976,None
32977,None
32978,None
32979,None
32980,None
32981,None
32982,None
32983,None
32984,None
32985,None
32986,None
32987,None
32988,None
32989,None
32990,None
32991,None
32992,None
32993,None
32994,None
32995,None
32996,None
32997,None
32998,None
32999,None
33000,None
33001,None
33002,None
33003,None
33004,None
33005,None
33006,None
33007,"[25, 0, 0, [11.11], 11.11, 11.11]"
33008,None
33009,None
33010,None
33011,None
33012,None
33013,None
33014,None
33015,None
33016,None
33017,None
33018,None
33019,None
33020,None
33021,"[0, 0, 0, [50.0], 50.0, 50.0]"
33022,None
33023,None
33024,None
33025,None
33026,None
33027,None
33028,None
33029,None
33030,None
33031,None
33032,None
33033,None
33034,None
33035,None
33036,None
33037,None
33038,None
33039,None
33040,None
33041,None
33042,None
33043,None
33044,None
33045,None
33046,None
33047,None
33048,None
33049,None
33050,None
33051,None
33052,None
33053,None
33054,None
33055,None
33056,None
33057,None
33058,None
33059,None
33060,None
33061,None
33062,None
33063,None
33064,None
33065,None
33066,None
33067,None
33068,None
33069,None
33070,None
33071,None
33072,None
33073,None
33074,None
33075,None
33076,None
33077,None
33078,"[0, 0, 0, [85.0], 85.0, 85.0]"
33079,None
33080,None
33081,None
33082,None
33083,None
33084,None
33085,None
33086,None
33087,None
33088,None
33089,None
33090,None
33091,None
33092,None
33093,None
33094,None
33095,None
33096,None
33097,None
33098,None
33099,None
33100,None
33101,None
33102,None
33103,None
33104,None
33105,None
33106,None
33107,None
33108,None
33109,None
33110,None
33111,None
33112,None
33113,None
33114,None
33115,None
33116,None
33117,"[0, 0, 0, [75.0], 75.0, 75.0]"
33118,None
33119,None
33120,None
33121,None
33122,None
33123,"[0, 0, 0, [60.0], 60.0, 60.0]"
33124,None
33125,None
33126,None
33127,None
33128,None
33129,None
33130,None
33131,None
33132,None
33133,None
33134,None
33135,None
33136,None
33137,None
33138,None
33139,None
33140,None
33141,None
33142,None
33143,None
33144,None
33145,None
33146,None
33147,None
33148,None
33149,None
33150,None
33151,None
33152,None
33153,None
33154,None
33155,None
33156,None
33157,None
33158,None
33159,None
33160,None
33161,None
33162,None
33163,None
33164,None
33165,None
33166,None
33167,None
33168,None
33169,None
33170,None
33171,None
33172,None
33173,None
33174,None
33175,None
33176,None
33177,None
33178,None
33179,None
33180,None
33181,None
33182,None
33183,None
33184,None
33185,None
33186,None
33187,None
33188,None
33189,None
33190,None
33191,None
33192,None
33193,None
33194,None
33195,None
33196,None
33197,None
33198,None
33199,None
33200,None
33201,None
33202,None
33203,None
33204,None
33205,None
33206,None
33207,None
33208,None
33209,None
33210,None
33211,None
33212,None
33213,None
33214,None
33215,None
33216,None
33217,None
33218,None
33219,None
33220,None
33221,None
33222,None
33223,None
33224,None
33225,None
33226,None
33227,None
33228,None
33229,None
33230,None
33231,None
33232,None
33233,None
33234,None
33235,None
33236,None
33237,None
33238,None
33239,None
33240,None
33241,None
33242,None
33243,None
33244,None
33245,None
33246,None
33247,None
33248,None
33249,None
33250,None
33251,None
33252,None
33253,None
33254,None
33255,None
33256,None
33257,None
33258,None
33259,None
33260,None
33261,None
33262,None
33263,None
33264,None
33265,None
33266,None
33267,None
33268,None
33269,None
33270,None
33271,None
33272,None
33273,None
33274,None
33275,None
33276,None
33277,None
33278,None
33279,None
33280,None
33281,None
33282,None
33283,None
33284,None
33285,None
33286,None
33287,None
33288,None
33289,None
33290,None
33291,None
33292,None
33293,None
33294,None
33295,None
33296,None
33297,None
33298,None
33299,None
33300,None
33301,None
33302,None
33303,None
33304,None
33305,None
33306,None
33307,None
33308,None
33309,None
33310,None
33311,None
33312,None
33313,None
33314,None
33315,None
33316,None
33317,None
33318,None
33319,None
33320,None
33321,None
33322,None
33323,None
33324,None
33325,None
33326,None
33327,None
33328,None
33329,None
33330,None
33331,None
33332,None
33333,None
33334,None
33335,None
33336,None
33337,None
33338,None
33339,None
33340,None
33341,None
33342,None
33343,None
33344,None
33345,None
33346,None
33347,None
33348,None
33349,None
33350,None
33351,None
33352,None
33353,None
33354,None
33355,None
33356,None
33357,None
33358,None
33359,None
33360,None
33361,None
33362,None
33363,None
33364,None
33365,None
33366,None
33367,None
33368,None
33369,None
33370,None
33371,None
33372,None
33373,None
33374,None
33375,None
33376,None
33377,None
33378,None
33379,None
33380,None
33381,None
33382,None
33383,None
33384,None
33385,None
33386,None
33387,None
33388,None
33389,None
33390,None
33391,None
33392,None
33393,None
33394,None
33395,None
33396,None
33397,None
33398,None
33399,None
33400,None
33401,None
33402,None
33403,None
33404,None
33405,None
33406,None
33407,None
33408,None
33409,None
33410,None
33411,None
33412,None
33413,None
33414,None
33415,None
33416,None
33417,None
33418,None
33419,None
33420,None
33421,None
33422,None
33423,None
33424,None
33425,None
33426,None
33427,None
33428,None
33429,None
33430,None
33431,None
33432,None
33433,None
33434,None
33435,None
33436,"[0, 0, 0, [10.0], 10.0, 10.0]"
33437,None
33438,None
33439,None
33440,None
33441,None
33442,None
33443,None
33444,None
33445,None
33446,None
33447,None
33448,None
33449,None
33450,None
33451,None
33452,None
33453,None
33454,None
33455,None
33456,None
33457,"[0, 0, 0, [65.0], 65.0, 65.0]"
33458,None
33459,None
33460,None
33461,None
33462,None
33463,None
33464,None
33465,None
33466,None
33467,None
33468,None
33469,None
33470,None
33471,"[0, 0, 0, [25.0], 25.0, 25.0]"
33472,None
33473,None
33474,None
33475,None
33476,None
33477,None
33478,None
33479,None
33480,None
33481,None
33482,None
33483,None
33484,None
33485,None
33486,None
33487,None
33488,None
33489,None
33490,None
33491,None
33492,None
33493,None
33494,None
33495,None
33496,None
33497,None
33498,None
33499,None
33500,None
33501,None
33502,None
33503,None
33504,None
33505,None
33506,None
33507,None
33508,None
33509,None
33510,None
33511,None
33512,None
33513,None
33514,None
33515,None
33516,None
33517,None
33518,None
33519,None
33520,None
33521,None
33522,None
33523,None
33524,None
33525,None
33526,None
33527,None
33528,None
33529,None
33530,None
33531,None
33532,None
33533,None
33534,None
33535,None
33536,None
33537,None
33538,None
33539,None
33540,None
33541,None
33542,None
33543,None
33544,None
33545,None
33546,None
33547,None
33548,None
33549,None
33550,None
33551,None
33552,None
33553,None
33554,None
33555,None
33556,None
33557,None
33558,"[0, 0, 0, [30.0], 30.0, 30.0]"
33559,None
33560,None
33561,None
33562,None
33563,None
33564,None
33565,None
33566,None
33567,None
33568,None
33569,None
33570,None
33571,None
33572,None
33573,None
33574,None
33575,None
33576,None
33577,None
33578,None
33579,None
33580,None
33581,None
33582,None
33583,None
33584,None
33585,None
33586,None
33587,None
33588,None
33589,None
33590,None
33591,None
33592,None
33593,None
33594,None
33595,None
33596,None
33597,None
33598,None
33599,None
33600,None
33601,None
33602,None
33603,None
33604,None
33605,None
33606,None
33607,None
33608,None
33609,None
33610,None
33611,None
33612,None
33613,None
33614,None
33615,None
33616,None
33617,None
33618,None
33619,None
33620,None
33621,None
33622,None
33623,None
33624,None
33625,None
33626,None
33627,None
33628,None
33629,None
33630,None
33631,None
33632,None
33633,None
33634,None
33635,None
33636,None
33637,None
33638,None
33639,None
33640,None
33641,None
33642,None
33643,None
33644,None
33645,None
33646,None
33647,None
33648,None
33649,None
33650,None
33651,None
33652,None
33653,None
33654,None
33655,None
33656,None
33657,None
33658,None
33659,None
33660,None
33661,None
33662,None
33663,None
33664,None
33665,None
33666,None
33667,None
33668,None
33669,None
33670,None
33671,None
33672,None
33673,None
33674,None
33675,None
33676,None
33677,None
33678,None
33679,None
33680,None
33681,None
33682,None
33683,None
33684,None
33685,None
33686,None
33687,None
33688,None
33689,None
33690,None
33691,None
33692,None
33693,None
33694,None
33695,None
33696,None
33697,None
33698,None
33699,None
33700,None
33701,None
33702,None
33703,None
33704,None
33705,None
33706,None
33707,None
33708,None
33709,None
33710,None
33711,None
33712,None
33713,None
33714,None
33715,None
33716,None
33717,None
33718,None
33719,None
33720,None
33721,None
33722,None
33723,None
33724,None
33725,None
33726,None
33727,None
33728,None
33729,None
33730,None
33731,None
33732,None
33733,None
33734,None
33735,None
33736,None
33737,None
33738,None
33739,None
33740,None
33741,None
33742,None
33743,None
33744,None
33745,None
33746,None
33747,None
33748,None
33749,None
33750,None
33751,None
33752,None
33753,None
33754,None
33755,None
33756,None
33757,None
33758,None
33759,None
33760,None
33761,None
33762,None
33763,None
33764,None
33765,None
33766,None
33767,"[0, 0, 0, [22.0], 22.0, 22.0]"
33768,None
33769,None
33770,None
33771,None
33772,None
33773,None
33774,"[0, 0, 0, [10.0], 10.0, 10.0]"
33775,None
33776,None
33777,None
33778,None
33779,None
33780,None
33781,None
33782,None
33783,None
33784,None
33785,None
33786,None
33787,None
33788,None
33789,None
33790,None
33791,None
33792,None
33793,None
33794,None
33795,None
33796,None
33797,None
33798,None
33799,None
33800,None
33801,None
33802,None
33803,None
33804,"[0, 0, 0, [20.0], 20.0, 20.0]"
33805,None
33806,None
33807,None
33808,None
33809,None
33810,None
33811,"[0, 0, 0, [22.0], 22.0, 22.0]"
33812,None
33813,None
33814,"[0, 0, 0, [9.0], 9.0, 9.0]"
33815,None
33816,None
33817,None
33818,None
33819,None
33820,None
33821,None
33822,None
33823,None
33824,None
33825,None
33826,None
33827,None
33828,None
33829,None
33830,None
33831,None
33832,None
33833,None
33834,None
33835,None
33836,None
33837,None
33838,None
33839,None
33840,None
33841,None
33842,None
33843,None
33844,None
33845,None
33846,None
33847,None
33848,None
33849,None
33850,None
33851,None
33852,None
33853,None
33854,"[0, 0, 0, [15.0], 15.0, 15.0]"
33855,None
33856,None
33857,None
33858,None
33859,None
33860,None
33861,None
33862,None
33863,None
33864,None
33865,None
33866,None
33867,None
33868,None
33869,None
33870,None
33871,None
33872,None
33873,None
33874,None
33875,None
33876,None
33877,None
33878,None
33879,None
33880,None
33881,None
33882,None
33883,None
33884,None
33885,None
33886,None
33887,None
33888,None
33889,None
33890,None
33891,None
33892,None
33893,None
33894,None
33895,None
33896,None
33897,None
33898,None
33899,None
33900,None
33901,None
33902,None
33903,None
33904,None
33905,None
33906,None
33907,None
33908,None
33909,None
33910,None
33911,None
33912,None
33913,None
33914,None
33915,None
33916,None
33917,None
33918,None
33919,None
33920,None
33921,None
33922,None
33923,None
33924,None
33925,None
33926,None
33927,None
33928,None
33929,None
33930,None
33931,None
33932,None
33933,None
33934,None
33935,None
33936,None
33937,None
33938,None
33939,None
33940,None
33941,None
33942,None
33943,None
33944,None
33945,None
33946,None
33947,None
33948,None
33949,None
33950,None
33951,None
33952,None
33953,None
33954,None
33955,None
33956,None
33957,None
33958,None
33959,None
33960,None
33961,None
33962,None
33963,None
33964,None
33965,None
33966,None
33967,None
33968,None
33969,None
33970,None
33971,None
33972,None
33973,None
33974,None
33975,None
33976,None
33977,None
33978,None
33979,None
33980,None
33981,None
33982,None
33983,None
33984,None
33985,None
33986,None
33987,None
33988,None
33989,None
33990,None
33991,None
33992,None
33993,None
33994,None
33995,None
33996,None
33997,None
33998,"[0, 0, 0, [10.0], 10.0, 10.0]"
33999,None
34000,None
34001,None
34002,None
34003,None
34004,None
34005,None
34006,None
34007,None
34008,None
34009,None
34010,None
34011,None
34012,None
34013,None
34014,None
34015,None
34016,None
34017,None
34018,None
34019,None
34020,None
34021,None
34022,None
34023,None
34024,None
34025,None
34026,None
34027,None
34028,None
34029,None
34030,None
34031,None
34032,None
34033,None
34034,None
34035,None
34036,None
34037,None
34038,None
34039,None
34040,None
34041,None
34042,None
34043,None
34044,None
34045,None
34046,None
34047,None
34048,None
34049,None
34050,None
34051,None
34052,None
34053,"[0, 0, 0, [10.0], 10.0, 10.0]"
34054,None
34055,None
34056,None
34057,None
34058,None
34059,None
34060,None
34061,None
34062,None
34063,None
34064,None
34065,None
34066,None
34067,None
34068,None
34069,None
34070,None
34071,None
34072,None
34073,None
34074,None
34075,None
34076,None
34077,None
34078,None
34079,None
34080,None
34081,None
34082,None
34083,None
34084,None
34085,None
34086,None
34087,None
34088,None
34089,None
34090,None
34091,None
34092,None
34093,None
34094,None
34095,None
34096,None
34097,None
34098,None
34099,None
34100,None
34101,None
34102,None
34103,"[0, 0, 0, [17.0], 17.0, 17.0]"
34104,None
34105,None
34106,None
34107,None
34108,None
34109,None
34110,None
34111,None
34112,None
34113,None
34114,None
34115,None
34116,None
34117,None
34118,None
34119,None
34120,None
34121,None
34122,None
34123,None
34124,None
34125,None
34126,None
34127,None
34128,None
34129,None
34130,None
34131,None
34132,None
34133,None
34134,None
34135,None
34136,None
34137,None
34138,None
34139,None
34140,None
34141,None
34142,None
34143,None
34144,None
34145,None
34146,None
34147,None
34148,None
34149,None
34150,None
34151,None
34152,None
34153,None
34154,None
34155,None
34156,None
34157,None
34158,None
34159,None
34160,None
34161,None
34162,None
34163,None
34164,None
34165,None
34166,None
34167,None
34168,None
34169,"[0, 0, 0, [11.11], 11.11, 11.11]"
34170,None
34171,None
34172,None
34173,None
34174,None
34175,None
34176,None
34177,None
34178,None
34179,None
34180,None
34181,None
34182,"[0, 0, 0, [12.5], 12.5, 12.5]"
34183,None
34184,None
34185,None
34186,None
34187,None
34188,None
34189,None
34190,None
34191,None
34192,None
34193,None
34194,None
34195,None
34196,None
34197,None
34198,None
34199,None
34200,None
34201,None
34202,None
34203,None
34204,None
34205,None
34206,None
34207,None
34208,None
34209,"[0, 0, 0, [12.0], 12.0, 12.0]"
34210,None
34211,None
34212,None
34213,None
34214,None
34215,None
34216,None
34217,None
34218,None
34219,None
34220,None
34221,None
34222,None
34223,None
34224,None
34225,None
34226,None
34227,None
34228,None
34229,None
34230,None
34231,"[0, 0, 0, [10.0], 10.0, 10.0]"
34232,None
34233,None
34234,None
34235,None
34236,None
34237,None
34238,None
34239,None
34240,None
34241,None
34242,None
34243,None
34244,None
34245,None
34246,None
34247,None
34248,"[0, 0, 0, [15.0], 15.0, 15.0]"
34249,None
34250,None
34251,None
34252,None
34253,None
34254,None
34255,None
34256,None
34257,None
34258,None
34259,None
34260,None
34261,None
34262,None
34263,None
34264,None
34265,None
34266,None
34267,None
34268,None
34269,None
34270,None
34271,None
34272,None
34273,None
34274,None
34275,"[16, 0, 0, [20.0], 20.0, 20.0]"
34276,None
34277,None
34278,None
34279,None
34280,None
34281,None
34282,None
34283,None
34284,None
34285,None
34286,None
34287,None
34288,None
34289,None
34290,None
34291,None
34292,None
34293,None
34294,None
34295,None
34296,None
34297,None
34298,None
34299,None
34300,None
34301,None
34302,None
34303,None
34304,None
34305,None
34306,None
34307,None
34308,None
34309,None
34310,None
34311,None
34312,None
34313,None
34314,None
34315,None
34316,None
34317,None
34318,None
34319,None
34320,None
34321,None
34322,None
34323,None
34324,None
34325,None
34326,None
34327,None
34328,None
34329,None
34330,None
34331,None
34332,None
34333,None
34334,None
34335,None
34336,None
34337,None
34338,None
34339,None
34340,None
34341,None
34342,None
34343,None
34344,None
34345,None
34346,None
34347,None
34348,None
34349,"[0, 0, 0, [15.0], 15.0, 15.0]"
34350,None
34351,None
34352,None
34353,None
34354,None
34355,None
34356,None
34357,None
34358,None
34359,None
34360,None
34361,None
34362,None
34363,None
34364,None
34365,None
34366,None
34367,None
34368,None
34369,None
34370,"[0, 0, 0, [12.5], 12.5, 12.5]"
34371,None
34372,None
34373,None
34374,None
34375,None
34376,None
34377,None
34378,None
34379,None
34380,None
34381,None
34382,None
34383,None
34384,None
34385,None
34386,None
34387,None
34388,None
34389,None
34390,None
34391,None
34392,"[0, 0, 0, [15.0], 15.0, 15.0]"
34393,None
34394,None
34395,None
34396,None
34397,None
34398,None
34399,None
34400,None
34401,None
34402,None
34403,None
34404,None
34405,None
34406,None
34407,None
34408,None
34409,None
34410,None
34411,None
34412,None
34413,None
34414,None
34415,None
34416,None
34417,None
34418,None
34419,None
34420,None
34421,None
34422,None
34423,None
34424,None
34425,None
34426,None
34427,None
34428,None
34429,None
34430,None
34431,None
34432,None
34433,None
34434,"[56, 1, 0, [30.0], 30.0, 30.0]"
34435,None
34436,None
34437,None
34438,None
34439,None
34440,None
34441,None
34442,None
34443,None
34444,None
34445,None
34446,None
34447,None
34448,None
34449,None
34450,None
34451,None
34452,None
34453,None
34454,None
34455,None
34456,None
34457,None
34458,None
34459,None
34460,None
34461,None
34462,None
34463,None
34464,None
34465,None
34466,None
34467,None
34468,None
34469,None
34470,None
34471,None
34472,None
34473,None
34474,None
34475,None
34476,None
34477,None
34478,None
34479,None
34480,None
34481,None
34482,None
34483,None
34484,None
34485,None
34486,None
34487,None
34488,None
34489,None
34490,None
34491,None
34492,None
34493,None
34494,None
34495,None
34496,None
34497,None
34498,None
34499,None
34500,None
34501,None
34502,None
34503,None
34504,None
34505,None
34506,None
34507,None
34508,None
34509,None
34510,None
34511,None
34512,None
34513,None
34514,None
34515,None
34516,None
34517,None
34518,None
34519,None
34520,None
34521,"[0, 0, 0, [30.0, 20.0], 25.0, 25.0]"
34522,None
34523,None
34524,None
34525,None
34526,None
34527,None
34528,None
34529,None
34530,None
34531,None
34532,None
34533,None
34534,None
34535,None
34536,None
34537,None
34538,None
34539,None
34540,None
34541,None
34542,None
34543,None
34544,None
34545,None
34546,None
34547,None
34548,None
34549,None
34550,None
